,athlete_id,athlete,country_noc,total_medaille
21905,22064,Jean-François Tournon,FRA,1
8716,8763,Lou Salica,USA,1
138269,144048,Alice Volpi,ITA,1
138270,144049,Federica Isola,ITA,1
138271,144050,Martina Batini,ITA,1
21900,22059,Léon Thiébaut,FRA,1
160,161,Michael Stich,GER,1
99380,100775,Valery Zelepukin,RUS,1
8715,8762,Joe Salas,USA,1
21893,22052,Jean Stern,FRA,1
87302,88581,Vladimir Kovin,URS,1
138280,144059,Maria Centracchio,ITA,1
157,158,Heinrich Schomburgk,GER,1
138282,144061,Viviana Bottaro,ITA,1
99359,100749,Karl Wahlberg,SWE,1
99358,100748,Erik Severin,SWE,1
99357,100747,Carl Axel Pettersson,SWE,1
99339,100725,Mike Modano,USA,1
21837,21995,Louis Perrée,FRA,1
21836,21994,Joseph Perotaux,FRA,1
8702,8749,Pete Rademacher,USA,1
81025,82242,Tamara Rylova,URS,1
154918,2505532,Gabriela Agúndez,MEX,1
180,181,Konstantinos Paspatis,GRE,1
99340,100726,Tony Amonte,USA,1
8699,8746,Floyd Patterson,USA,1
154928,2505677,Risi Pouri-Lane,NZL,1
21824,21981,Jacques Noël,FRA,1
21822,21979,Claude Nigon,FRA,1
72456,73013,Hadi Soua'an Al-Somaily,KSA,1
181,182,Dimitrios Petrokokkinos,GRE,1
80860,82077,Olena Petrova,UKR,1
8698,8745,Jerry Page,USA,1
21816,21973,Armand Mouyal,FRA,1
80867,82084,Monika Pflug,FRG,1
8704,8751,Leo Randolph,USA,1
21839,21997,Marc Perrodon,FRA,1
81022,82239,Yvonne Rüegg,SUI,1
8898,8946,Keith Mwila,ZAM,1
99356,100745,Ture Ödlund,SWE,1
21855,22013,René Queyroux,FRA,1
99355,100744,Carl August Kronlund,SWE,1
99354,100743,Johan Petter Åhlén,SWE,1
87150,88427,Frantz Kruger,FIN,1
99353,100742,Laurence Jackson,GBR,1
99352,100741,Robin Welsh,GBR,1
99351,100740,Tom Murray,GBR,1
21848,22006,Maurice Piot,FRA,1
99350,100739,Willie Jackson,GBR,1
21842,22000,Patrick Picot,FRA,1
21841,21999,Marcel Perrot,FRA,1
8706,8753,David Reid,USA,1
21840,21998,Joanni Perronet,FRA,1
138541,144338,Miho Nonaka,JPN,1
138544,144341,Yumi Kajihara,JPN,1
139092,144903,Gong Hui-Yong,KOR,1
21086,21235,Charles Crahay,BEL,1
86700,87973,Ede Király,HUN,1
92773,94105,Myriam Baverel,FRA,1
21093,21242,Albert De Roocker,BEL,1
21090,21239,Georges de Bourguignon,BEL,1
21089,21238,Xavier De Beukelaer,BEL,1
9408,9461,Helmuth Nyborg Sørensen,DEN,1
9410,9463,John Rungsted Sørensen,DEN,1
9411,9464,Christian Frederiksen,DEN,1
8462,8509,Aleksandr Koshkin,URS,1
21083,21232,Raymond Bru,BEL,1
92776,94108,Sarah Stevenson,GBR,1
81160,82377,Tatyana Sidorova,URS,1
21079,21228,Fernand Bosmans,BEL,1
81161,82378,Yevgeniya Sidorova,URS,1
21076,21225,Marcel Berré,BEL,1
98863,100247,François Drolet,CAN,1
8461,8508,Serik Konakbayev,URS,1
98876,100260,Michele Antonioli,ITA,1
98860,100244,Fabio Carta,ITA,1
86702,87975,Peter Kirby,CAN,1
98888,100272,Jan Betker,CAN,1
21117,21266,Robert Hennet,BEL,1
138897,144704,Kanoa Igarashi,JPN,1
98887,100271,Nicola Franceschina,ITA,1
154373,2302284,Ed Carson,USA,1
154372,2302283,Reginald Barnard,USA,1
80456,81673,Li Yan,CHN,1
21110,21259,"Félix, Count Goblet d'Alviella",BEL,1
98877,100261,Lee Ho-Eung,KOR,1
8466,8513,Anatoly Lagetko,URS,1
21106,21255,Ferdinand Feyerick,BEL,1
21105,21254,Émile Dufranc,BEL,1
98879,100263,Diego Cattani,ITA,1
98878,100262,Yuan Ye,CHN,1
8464,8511,Boris Kuznetsov,URS,1
138908,144715,Tomoru Honda,JPN,1
98861,100245,Lee Jun-Hwan,KOR,1
21068,21217,Henri Anspach,BEL,1
98889,100273,Atina Ford,CAN,1
154348,2302258,G. Ingling,SUI,1
98849,100233,An Sang-Mi,KOR,1
80430,81647,Kerrin Lee,CAN,1
8445,8492,Yevgeny Frolov,URS,1
138939,144746,Kenichiro Fumita,JPN,1
138940,144747,Shohei Yabiku,JPN,1
138941,144748,Takuto Otoguro,JPN,1
92793,94125,Yoriko Okamoto,JPN,1
86684,87957,Kim Yun-Man,KOR,1
87719,89004,Christian Olsson,SWE,1
21046,21195,Josef Puhm,AUT,1
72972,73537,Carlos Mercenario,MEX,1
138949,144756,Sofya Berultseva,KAZ,1
21041,21190,Milan Neralić,AUT,1
92794,94126,Jeong Jae-Eun,KOR,1
859,863,Seiichiro Kashio,JPN,1
92795,94127,Kim Gyeong-Hun,KOR,1
21055,21204,Andreas Suttner,AUT,1
21056,21205,Reinhold Trampler,AUT,1
92778,94110,Faissal Ebnoutalib,GER,1
80440,81657,Natascia Leonardi,SUI,1
98856,100240,Hitoshi Uematsu,JPN,1
98854,100238,Takafumi Nishitani,JPN,1
92781,94113,Mikhail Mouroutsos,GRE,1
8453,8500,Vladimir Engibaryan,URS,1
8452,8499,Vyacheslav Yanovsky,URS,1
154359,2302269,J. A. Vallaster,SUI,1
87714,88999,Stefan Holm,SWE,1
154356,2302266,F. Ritschard,SUI,1
8447,8494,Gennady Garbuzov,URS,1
81165,82382,Helena Šikolová,TCH,1
154354,2302264,W. Riedweg,SUI,1
81166,82383,Annette Sikveland,NOR,1
8449,8496,Oleg Grigoryev,URS,1
9429,9482,Guillermo del Riego,ESP,1
9430,9483,José María Esteban,ESP,1
154351,2302261,Hans F. Niklaus,SUI,1
138895,144702,Yuto Horigome,JPN,1
98890,100274,Marcia Gudereit,CAN,1
8576,8623,Nat Bor,USA,1
21159,21308,André Van De Werve De Vorsselaer,BEL,1
154415,2302450,Youko Kasahara,JPN,1
154414,2302449,Aiko Onozawa,JPN,1
154413,2302448,Tatjana Veinberga,URS,1
154411,2302446,Hanna Busz,POL,1
86714,87987,"Jack Kirrane, Jr.",USA,1
154409,2302443,Tokihiko Higuchi,JPN,1
154408,2302442,Takeshi Tokutomi,JPN,1
154407,2302441,Josef Labuda,TCH,1
154417,2302453,Han Jong-Suk,PRK,1
154406,2302440,Staņislavs Lugailo,URS,1
86713,87986,Marko Kiprusoff,FIN,1
21155,21304,Paul Valcke,BEL,1
86712,87985,Mikal Kirkholt,NOR,1
154400,2302315,Charles Gladstone,GBR,1
138869,144676,Shoichiro Mukai,JPN,1
154397,2302311,Frank Jaeger,USA,1
98918,100302,Elisabet Gustafson,SWE,1
98919,100303,Margaretha Lindahl,SWE,1
154395,2302309,Alfred Vogt,USA,1
154421,2302457,Florin Mina,ROU,1
154429,2302465,Margarita Gerassimova,BUL,1
154428,2302464,Galina Stancheva,BUL,1
154427,2302463,Larisa Pavlova,URS,1
86723,87996,Walter Kitchen,CAN,1
86722,87995,Yoshihiro Kitazawa,JPN,1
80466,81683,Marie Lindgren,SWE,1
154422,2302458,Viorel Manole,ROU,1
775,779,Chen Zihe,CHN,1
98920,100304,Louise Marmont,SWE,1
21172,21321,Édouard Yves,BEL,1
779,783,Jun Gao,CHN,1
781,785,Guan Weizhen,CHN,1
782,786,Huang Hua,CHN,1
98922,100306,Elisabeth Persson,SWE,1
86717,87990,Nikolay Kiselyov,URS,1
98921,100305,Katarina Nyberg,SWE,1
154396,2302310,David White,USA,1
9396,9449,Peer Norrbohm,DEN,1
98891,100275,Joan McCusker,CAN,1
72914,73477,Ernesto Canto,MEX,1
9400,9453,Peder Rasch,DEN,1
154380,2302292,Herman Holman,USA,1
154379,2302291,William Hapgood,USA,1
21136,21285,Henri Paternóster,BEL,1
154378,2302290,"Walter Goodwin, Jr.",USA,1
21134,21283,Jacques Ochs,BEL,1
154376,2302287,Carroll Dressler,USA,1
154375,2302286,Donald Coy,USA,1
154382,2302294,John Irwin,USA,1
92768,94100,Gabriel Esparza,ESP,1
98897,100281,Trine Qvist,DEN,1
98896,100280,Margit Pörtner,DEN,1
98895,100279,Dorthe Holm,DEN,1
98894,100278,Helena Blach Lavrsen,DEN,1
98893,100277,Jane Bidstrup,DEN,1
98892,100276,Sandra Schmirler,CAN,1
72908,73471,Daniel Bautista,MEX,1
820,824,Umberto De Morpurgo,ITA,1
154394,2302307,William Van Voorhis,USA,1
154390,2302303,Alvin Rydlander,USA,1
80460,81677,Hilde Synnøve Lid,NOR,1
154393,2302306,"Charles Stokes, Jr.",USA,1
9398,9451,Arne Nielsson,DEN,1
138872,144679,Ryo Kiyuna,JPN,1
138873,144680,Ryutaro Araga,JPN,1
154392,2302305,Anthony Smith,USA,1
154391,2302304,Delos Schoch,USA,1
154389,2302302,Archie Quarrier,USA,1
154383,2302295,Delbert Jones,USA,1
8468,8515,Vyacheslav Lemeshev,URS,1
154388,2302301,John O’Brien,USA,1
154387,2302299,F. Mueller,USA,1
154386,2302298,Hays McLellan,USA,1
154385,2302297,Emanuel McGreal,USA,1
21144,21293,Gaston Salmon,BEL,1
154384,2302296,C. McCleanaghan,USA,1
92796,94128,Lee Seon-Hui,KOR,1
92797,94129,Sin Jun-Sik,KOR,1
8443,8490,Yevgeny Feofanov,URS,1
154279,2302156,Wilhelm Schnapauff,GER,1
8395,8441,John Mugabi,UGA,1
98747,100131,Shizuka Arakawa,JPN,1
80327,81543,Katja Koren,SLO,1
92882,94214,Álex Corretja,ESP,1
154281,2302158,Rolf Thenberg,GER,1
154280,2302157,Josef Schwing,GER,1
950,954,Cheah Soon Kit,MAS,1
139063,144874,Meerim Zhumanazarova,KGZ,1
8397,8443,Eridadi Mukwanga,UGA,1
80323,81539,Ursula Konzett,LIE,1
154278,2302155,Georg Schmid,GER,1
9572,9626,Patrice Estanguet,FRA,1
92165,93489,Hannah Stockbauer,GER,1
953,957,Alan Sidek Mohamed,MAS,1
954,958,Ajib Sidek Mohamed,MAS,1
20921,21070,Luis Lucchetti,ARG,1
9563,9617,Sylvain Curinier,FRA,1
86630,87903,Yury Kharchenko,URS,1
92163,93487,Torsten Spanneberg,GER,1
92873,94205,Ivan Ljubičić,CRO,1
9548,9602,Pascal Boucherit,FRA,1
139036,144845,Benjamin Kigen,KEN,1
9549,9603,Jean Boudehen,FRA,1
86641,87914,Trevor Kidd,CAN,1
92872,94204,Mario Ančić,CRO,1
9551,9605,Robert Boutigny,FRA,1
139039,144848,Emmanuel Korir,KEN,1
154299,2302209,Aldo Dozzo,ITA,1
92172,93497,Spyros Gianniotis,GRE,1
98758,100142,Aleksey Yagudin,RUS,1
98757,100141,Ilya Kulik,RUS,1
139048,144858,Timothy Cheruiyot,KEN,1
81203,82420,Melitta Sollmann,GDR,1
86634,87907,Yury Khmylyov,EUN,1
86633,87906,Nikolay Khlystov,URS,1
9558,9612,Michel Chapuis,FRA,1
20920,21069,Héctor Lucchetti,ARG,1
20917,21066,Roberto Larraz,ARG,1
9444,9497,José Ramón López,ESP,1
154257,2302134,James Beale,GBR,1
154265,2302142,Edouard Majolier,GBR,1
154264,2302141,Richard Kindersley,GBR,1
92895,94227,Tommy Haas,GER,1
81231,82448,Zali Steggall,AUS,1
154259,2302136,Arthur Donkin,GBR,1
92146,93470,Lars Conrad,GER,1
92897,94229,Nicolas Kiefer,GER,1
979,983,Kea Bouman,NED,1
154267,2302144,Dick Phelps,GBR,1
92898,94230,Rainer Schüttler,GER,1
154254,2302129,Charles Luraud,FRA,1
20895,21044,Carmelo Camet,ARG,1
154252,2302125,Daniel Guilbert,FRA,1
9595,9649,Jean Laudet,FRA,1
86608,87880,Peter Kennedy,USA,1
9597,9651,Alain Lebas,FRA,1
92147,93471,Steffen Driesen,GER,1
139077,144888,Gang Chae-Yeong,KOR,1
139068,144879,Akzhol Makhmudov,KGZ,1
80319,81535,Berta Kolokoltseva,URS,1
98738,100122,Tara Lipinski,USA,1
92160,93484,Anne Poleska,GER,1
955,959,Adul Sidek Mohamed,MAS,1
154277,2302154,Hans Pfadenhauer,GER,1
154276,2302153,Rudolf Mosch,GER,1
958,962,Yap Kim Hock,MAS,1
9578,9632,Louis Gantois,FRA,1
154275,2302152,Erich Knorr,GER,1
139076,144887,Jang Min-Hui,KOR,1
92888,94220,Arnaud Di Pasquale,FRA,1
154274,2302151,Hans Gelbert,GER,1
154271,2302148,Tom Tyler,GBR,1
92890,94222,Amélie Mauresmo,FRA,1
154270,2302147,Richard Stanhope,GBR,1
154269,2302146,Herbert Southwell,GBR,1
154268,2302145,Bertie Scott,GBR,1
9546,9600,Olivier Boivin,FRA,1
9543,9597,Joël Bettin,FRA,1
86642,87915,Billy Kidd,USA,1
8427,8474,Wladimir Klitschko,UKR,1
21009,21158,Rudolf Cvetko,AUT,1
92195,93520,Éva Risztov,HUN,1
9469,9522,Sylvi Saimo,FIN,1
889,893,Jang Hye-Ok,KOR,1
92820,94152,Nataliya Ivanova,RUS,1
8430,8477,Rostyslav Zaulychnyi,EUN,1
92825,94157,Chi Shu-Ju,TPE,1
73006,73574,Joel Sánchez,MEX,1
86661,87934,Jack Kilpatrick,GBR,1
138987,144794,Igor Son,KAZ,1
86660,87933,Gerry Kilmartin,USA,1
73010,73578,Bernardo Segura,MEX,1
893,897,Kim Mu-Gyo,KOR,1
92830,94162,Hamide Bıkçın,TUR,1
138995,144803,Brigid Kosgei,KEN,1
98802,100186,Oksana Kazakova,RUS,1
887,891,Hwang Hye-Yeong,KOR,1
138975,144782,Darkhan Asadilov,KAZ,1
92868,94200,Li Ting,CHN,1
92808,94140,Víctor Estrada,MEX,1
154339,2302249,Maksymiliam Kugler,POL,1
8442,8489,Vadim Yemelyanov,URS,1
9452,9505,Enrique Míguez,ESP,1
8440,8487,Viktor Demyanenko,URS,1
138961,144768,Kamshybek Kunkabayev,KAZ,1
138962,144769,Saken Bibosinov,KAZ,1
72985,73552,José Pedraza,MEX,1
8439,8486,Anatoly Bulakov,URS,1
92814,94146,Trude Gundersen,NOR,1
8436,8483,Vilikton Barannikov,URS,1
80406,81623,Micheline Lannoy,BEL,1
21015,21164,Friedrich Golling,AUT,1
883,887,Jeong So-Yeong,KOR,1
9463,9516,Narciso Suárez,ESP,1
885,889,Hong Cha-Ok,KOR,1
21014,21163,Fritz Flesch,AUT,1
9490,9543,Mikko Kolehmainen,FIN,1
8426,8473,Oleh Kiriukhin,UKR,1
92836,94168,Adriana Carmona,VEN,1
86644,87917,Werner Kiem,ITA,1
92858,94190,Max Mirny,BLR,1
98788,100172,Ruslan Honcharov,UKR,1
98787,100171,Olena Hrushyna,UKR,1
80351,81567,Kathy Kreiner,CAN,1
80349,81565,Sigrun Krause,GDR,1
81198,82415,Betsy Snite,USA,1
80346,81562,Vera Krasnova,URS,1
81199,82416,Nataliya Snytina,RUS,1
92838,94170,Trần Hiếu Ngân,VIE,1
9539,9593,Jacky Avril,FRA,1
98780,100164,Maurizio Margaglio,ITA,1
9540,9594,François Barouh,FRA,1
98779,100163,Barbara Fusar Poli,ITA,1
98778,100162,Ilya Averbukh,RUS,1
98777,100161,Irina Lobacheva,RUS,1
98774,100158,Oleg Ovsyannikov,RUS,1
92856,94188,Els Callens,BEL,1
915,919,Kim Gi-Taek,KOR,1
9521,9575,Myriam Jerusalmi,FRA,1
914,918,Kim Mun-Su,KOR,1
81184,82401,Lyudmila Smirnova,URS,1
139001,144809,Peres Jepchirchir,KEN,1
147450,901556,Toni Schmid,GER,1
900,904,Park Hae-Jeong,KOR,1
147449,901555,Franz Schmid,GER,1
9502,9556,Olavi Ojanperä,FIN,1
92844,94176,Paola Suárez,ARG,1
86650,87923,Mats Kihlström,SWE,1
905,909,Sim Eun-Jeong,KOR,1
906,910,Yang Yeong-Ja,KOR,1
907,911,An Jae-Hyeong,KOR,1
92849,94181,Alicia Molik,AUS,1
86649,87922,Udo Kießling,GER,1
80362,81578,Anzhelika Krylova,RUS,1
911,915,Gang Hui-Chan,KOR,1
80467,81684,Hilary Lindh,USA,1
8471,8518,Viktor Mednov,URS,1
9387,9440,Erling Jessen,DEN,1
138650,144448,Yu Yamamoto,JPN,1
138647,144445,Saki Yamazaki,JPN,1
154568,2303129,József Szöllősy,HUN,1
138648,144446,Sayaka Mori,JPN,1
154567,2303128,Jenő Langer,HUN,1
617,619,Wendy Turnbull,AUS,1
138649,144447,Yamato Fujita,JPN,1
80577,81794,Liz McIntyre,USA,1
138651,144449,Yuka Ichiguchi,JPN,1
138646,144444,Ryutaro Umeno,JPN,1
138652,144450,Amuro Tsuzuki,JPN,1
99073,100457,Colleen Coyne,USA,1
81107,82324,Alexia Bryn,NOR,1
99071,100455,Lisa Brown-Miller,USA,1
81110,82327,Regina Schöpf,AUT,1
99070,100454,Alana Blahoski,USA,1
72734,73294,Nezha Bidouane,MAR,1
614,616,Liz Smylie,AUS,1
21395,21549,Rolando Tucker,CUB,1
81114,82331,Barbara Ann Scott,CAN,1
138639,144437,Hitomi Kawabata,JPN,1
154572,2303135,Frank Pater,GBR,1
138635,144433,Momiji Nishiya,JPN,1
154571,2303134,Walter Knight,GBR,1
154570,2303133,John Jefferson,GBR,1
138636,144434,Sakura Yosozumi,JPN,1
138637,144435,Haruka Agatsuma,JPN,1
138638,144436,Hiromi Itoh,JPN,1
611,613,Rachel McQuillan,AUS,1
613,615,Nicole Provis,AUS,1
138640,144438,Koudai Senga,JPN,1
138641,144439,Mana Atsumi,JPN,1
138642,144440,Minori Naito,JPN,1
138643,144441,Miu Goto,JPN,1
138644,144442,Nayu Kiyohara,JPN,1
154569,2303132,Richard Hall,GBR,1
138645,144443,Nodoka Harada,JPN,1
72737,73297,Nawal El-Moutawakel,MAR,1
21365,21519,Hermenegildo García,CUB,1
72785,73346,Khalid Skah,MAR,1
87614,88897,Ivo Yanakiev,BUL,1
72767,73328,Salah Hissou,MAR,1
92692,94024,Staciana Stitts,USA,1
92693,94025,Julia Stowers,USA,1
138701,144499,Yui Susaki,JPN,1
138702,144500,Yukako Kawai,JPN,1
138703,144501,Yuki Kawata,JPN,1
154544,2303101,Park Yang-Gae,KOR,1
72775,73336,Brahim Lahlafi,MAR,1
92230,93555,Simone Cercato,ITA,1
87615,88898,Jon Beare,CAN,1
80536,81753,Elizabeth Manley,CAN,1
87617,88900,Iain Brambell,CAN,1
138715,144515,Koki Ikeda,JPN,1
87618,88901,Dave Calder,CAN,1
652,655,Fritz Felix Piepes,AUT,1
92707,94039,Milorad Čavić,SCG,1
8521,8568,Pyotr Zayev,URS,1
86825,88098,Benny Kohlberg,SWE,1
21359,21513,Tulio Díaz,CUB,1
81127,82344,Gabriela Sekajová,TCH,1
72744,73304,Rhadi Ben Abdesselam,MAR,1
154555,2303112,Chamique Holdsclaw,USA,1
92239,93564,Davide Rummolo,ITA,1
92238,93563,Matteo Pelliciari,ITA,1
21353,21507,Guillermo Betancourt,CUB,1
154552,2303109,Andrius Jurkūnas,LTU,1
72752,73312,Khalid Boulami,MAR,1
72754,73314,Brahim Boutayeb,MAR,1
80558,81775,Hana Mašková,TCH,1
81129,82346,Larisa Seleznyova,URS,1
154551,2303108,Zheng Xiulin,CHN,1
9280,9333,John Wood,CAN,1
72756,73316,Rachid El-Basir,MAR,1
99051,100435,Kristina Bergstrand,SWE,1
99049,100433,Lotta Almblad,SWE,1
99048,100432,Annica Åhlén,SWE,1
138633,144431,Kokona Hiraki,JPN,1
138632,144430,Funa Nakayama,JPN,1
99082,100466,Vicki Movsessian,USA,1
9238,9291,Ken Lane,CAN,1
154638,2303686,Rudolf von Buchholz,NED,1
154637,2303685,Herman Dooijewaard,NED,1
534,536,Lottie Dod,GBR,1
154636,2303684,Adriaan Bos,NED,1
8561,8608,Chuck Adkins,USA,1
92255,93580,Yasuko Tajima,JPN,1
81098,82315,Ans Schut,NED,1
86895,88168,Reuben Kosgei,KEN,1
80602,81819,Antoinette Meyer,SUI,1
542,544,Beatrice Hill-Lowe,GBR,1
138574,144371,Mone Inami,JPN,1
86892,88165,Wilson Boit Kipketer,KEN,1
72672,73231,Josy Barthel,LUX,1
87553,88836,Maja Grønbæk,DEN,1
547,549,Sybil Newall,GBR,1
87556,88839,Anja Nielsen,DEN,1
86901,88174,Noah Ngeny,KEN,1
81092,82309,Trixi Schuba,AUT,1
99086,100470,Gretchen Ulion,USA,1
8570,8617,Carmen Barth,USA,1
501,503,Louis Vernet,FRA,1
502,504,Khatuna Kvrivishvili,GEO,1
81087,82304,Christa Schmuck,FRG,1
8573,8620,Tyrell Biggs,USA,1
9223,9276,Steve Giles,CAN,1
8571,8618,Sam Berger,USA,1
9226,9279,Don Hawgood,CAN,1
81090,82307,Lilly Scholz,AUT,1
8565,8612,Tim Austin,USA,1
8567,8614,Johnny Baldwin,USA,1
81091,82308,Laila Schou Nilsen,NOR,1
87537,88820,Erkki Laine,FIN,1
154649,2303697,Pierre Braine,BEL,1
80605,81822,Mary Meyers,USA,1
87539,88822,Kari Laitinen,FIN,1
87540,88823,Mika Laitinen,FIN,1
87558,88841,Christina Roslyng,DEN,1
9239,9292,Norm Lane,CAN,1
8555,8602,Washington Rodríguez,URU,1
594,596,Leroy Watson,GBR,1
87581,88864,Krisztina Pigniczki-Sepsi,HUN,1
87582,88865,Bojana Radulovics,HUN,1
86857,88130,Yury Kondakov,URS,1
87583,88866,Judit Simics-Zsemberi,HUN,1
21431,21585,Ivan Osiier,DEN,1
92663,93994,Seok Eun-Mi,KOR,1
87586,88869,Heo Yeong-Suk,KOR,1
87588,88871,Kim Hyeon-Ok,KOR,1
80597,81814,Carole Merle,FRA,1
154582,2303274,Terri Dendy,USA,1
87593,88876,Christian Ryan,AUS,1
87594,88877,Rachael Taylor,AUS,1
86843,88116,Eero Kolehmainen,FIN,1
154574,2303137,Charles West,GBR,1
154573,2303136,Cyril Slatter,GBR,1
99087,100471,Sandra Whyte,USA,1
87580,88863,Katalin Pálinger,HUN,1
87579,88862,Dóra Lőwy,HUN,1
87578,88861,Anita Kulcsár,HUN,1
87577,88860,Ágnes Farkas,HUN,1
81100,82317,Sissy Schwarz,AUT,1
562,564,Alison Williamson,GBR,1
92253,93578,Junko Onishi,JPN,1
86874,88147,Naoko Takahashi,JPN,1
92252,93577,Yuko Nakanishi,JPN,1
80592,81809,Yelena Melnikova,EUN,1
86871,88144,Shingo Suetsugu,JPN,1
570,572,Reginald Brooks-King,GBR,1
573,575,William Dod,GBR,1
92661,93992,Lee Eun-Sil,KOR,1
87575,88858,Beatrix Balogh,HUN,1
138601,144398,Funa Tonaki,JPN,1
154599,2303294,Dominique Blake,JAM,1
138606,144403,Kiyou Shimizu,JPN,1
87576,88859,Rita Deli,HUN,1
99027,100411,Petra Vaarakallio,FIN,1
87621,88904,Heather Davis,CAN,1
92760,94092,Urbia Meléndez,CUB,1
92750,94082,Dominique Bosshart,CAN,1
98971,100355,Judy Diduck,CAN,1
138805,144612,Koki Kano,JPN,1
154474,2303022,Don Gray,CAN,1
138807,144614,Masaru Yamada,JPN,1
154468,2303015,Norman Dawson,CAN,1
87673,88957,Jolanda Čeplak,SLO,1
8485,8532,Danas Pozniakas,URS,1
9367,9420,Tove Søby,DEN,1
98972,100356,Nancy Drolet,CAN,1
8484,8531,Valery Popenchenko,URS,1
9369,9422,Frederik Kobberup Andersen,DEN,1
98957,100341,Diego Perren,SUI,1
8481,8528,Anatoly Perov,URS,1
86743,88016,Gert-Dietmar Klause,GDR,1
80473,81690,Nataliya Linichuk,URS,1
98956,100340,Daniel Müller,SUI,1
92745,94077,Daniel Trenton,AUS,1
98978,100362,Kathy McCormack,CAN,1
154452,2302491,Nataliya Safronova,RUS,1
86767,88040,Byrle Klinck,CAN,1
138777,144583,Takuya Kai,JPN,1
138778,144584,Tetsuto Yamada,JPN,1
138779,144586,Yasuaki Yamasaki,JPN,1
138780,144587,Yoshinobu Yamamoto,JPN,1
138781,144588,Yudai Ohno,JPN,1
138782,144589,Yuki Yanagita,JPN,1
92739,94071,Lauren Burns,AUS,1
98987,100371,Stacy Wilson,CAN,1
9360,9413,Karen Hoff,DEN,1
98984,100368,France St. Louis,CAN,1
8486,8533,Yury Radonyak,URS,1
98983,100367,Fiona Smith,CAN,1
98982,100366,Laura Schuler,CAN,1
98981,100365,Manon Rhéaume,CAN,1
98980,100364,Lesley Reddon,CAN,1
98979,100363,Karen Nystrom,CAN,1
98955,100339,Patrik Lörtscher,SUI,1
98954,100338,Patrick Hürlimann,SUI,1
8516,8563,Davit Torosyan,URS,1
154431,2302468,Zhou Xiaolan,CHN,1
138835,144642,Wataru Tanigawa,JPN,1
154438,2302476,Svetlana Vasilevskaya,EUN,1
154437,2302475,Galina Lebedeva,EUN,1
9382,9435,Finn Haunstoft,DEN,1
8472,8519,Alex Miroshnichenko,URS,1
9383,9436,Arne Høyer,DEN,1
9385,9438,Bernhard Jensen,DEN,1
98932,100316,Paul Savage,CAN,1
8473,8520,Viktor Miroshnichenko,URS,1
21183,21333,Bedřich Schejbal,BOH,1
98931,100315,Collin Mitchell,CAN,1
21181,21330,Vlastimil Lada-Sázavský,BOH,1
21180,21329,Otakar Lada,BOH,1
98930,100314,George Karrys,CAN,1
98929,100313,Richard Hart,CAN,1
98928,100312,Mike Harris,CAN,1
86730,88003,Patric Kjellberg,SWE,1
753,757,Daniel Nestor,CAN,1
98953,100337,Dominic Andres,SUI,1
8475,8522,Romualdas Murauskas,URS,1
154451,2302490,Aleksandra Korukovets,RUS,1
98952,100336,Tore Torvbråten,NOR,1
98951,100335,Jan Thoresen,NOR,1
92758,94090,Ángel Matos,CUB,1
86737,88010,Franz Klammer,AUT,1
9379,9432,Ejvind Hansen,DEN,1
8476,8523,Vladimir Musalimov,URS,1
98950,100334,Eigil Ramsfjell,NOR,1
154441,2302479,Liu Xiaoning,CHN,1
98949,100333,Stig-Arne Gunnestad,NOR,1
98948,100332,Anthon Grimsmo,NOR,1
154446,2302485,Veljko Petković,SCG,1
86734,88007,Jon Inge Kjørum,NOR,1
8474,8521,Lev Mukhin,URS,1
749,753,Sébastien Lareau,CAN,1
154442,2302480,Pan Wenli,CHN,1
138776,144582,Suguru Iwazaki,JPN,1
138775,144581,Sosuke Genda,JPN,1
138774,144580,Seiya Suzuki,JPN,1
8508,8555,Ričardas Tamulis,URS,1
99010,100394,Satu Huotari,FIN,1
154525,2303080,Luiz Benvenuti,BRA,1
99009,100393,Kirsi Hänninen,FIN,1
99008,100392,Sari Fisk,FIN,1
8512,8559,Jonas Čepulis,URS,1
87629,88912,Dorota Urbaniak,CAN,1
8510,8557,Boris Tishin,URS,1
671,674,Dominique Van Roost,BEL,1
99011,100395,Marianne Ihalainen,FIN,1
80525,81742,Paola Magoni,ITA,1
80523,81740,Karen Magnussen,CAN,1
80522,81739,Manuela Mager,GDR,1
138750,144555,Arisa Higashino,JPN,1
86795,88068,Paul Knox,CAN,1
81142,82359,Gabriele Seyfert,GDR,1
8506,8553,Sergey Shcherbakov,URS,1
87626,88909,Dominic Seiterle,CAN,1
99012,100396,Johanna Ikonen,FIN,1
138773,144579,Ryoya Kurihara,JPN,1
99022,100406,Tiia Reima,FIN,1
657,660,Arthur Zborzil,AUT,1
86810,88083,Bill Koch,USA,1
99026,100410,Liisa-Maria Sneck,FIN,1
81137,82354,Elwira Seroczyńska,POL,1
99025,100409,Maria Selin,FIN,1
99024,100408,Päivi Salo,FIN,1
99023,100407,Katja Riipi,FIN,1
99020,100404,Tuula Puputti,FIN,1
99013,100397,Sari Krooks,FIN,1
154529,2303085,Guilherme Rodrigues,BRA,1
99019,100403,Marja-Helena Pälvilä,FIN,1
99016,100400,Katja Lehto,FIN,1
138733,144537,Toshikazu Yamanishi,JPN,1
99015,100399,Marika Lehtimäki,FIN,1
87624,88907,Tom Herschmiller,CAN,1
99014,100398,Sanna Lankosaari,FIN,1
