,athlete_id,athlete,country_noc,total_medaille
31903,32149,Beáta Hoffmann,HUN,1
31902,32148,Beatrix Tóth,HUN,1
114816,116792,Kim Vandenberg,USA,1
116805,118890,Håvard Vad Petersson,NOR,1
31900,32146,Éva Erdős,HUN,1
31898,32144,Klára Horváth,HUN,1
31897,32143,Ágota Bujdosó,HUN,1
116803,118888,Fredrik Lindberg,SWE,1
31894,32140,Mária Berzsenyi,HUN,1
66473,66990,Ernst Schultz,DEN,1
31892,32138,Éva Angyal,HUN,1
31891,32137,Volker Zerbe,GER,1
31890,32136,Klaus Wöller,FRG,1
31889,32135,Sepp Wunderlich,FRG,1
31885,32131,Frank-Michael Wahl,GDR,1
53493,53881,Albert Mayaud,FRA,1
31883,32129,Andreas Thiel,GER,1
31882,32128,Hans Theilig,GER,1
114814,116790,Caroline Burckle,USA,1
31908,32154,Katalin Tóth Harsányi-Laki,HUN,1
31909,32155,Rozália Tomann-Lelkes,HUN,1
116819,118906,Liu Yin,CHN,1
131021,134400,Krisztián Manhercz,HUN,1
131022,134401,Márton Vámos,HUN,1
131024,134403,Viktor Lőrincz,HUN,1
31926,32173,Mária Vanya-Vadász,HUN,1
31925,32172,Borbála Tóth Harsányi,HUN,1
31924,32171,Katalin Szilágyi,HUN,1
31923,32170,Anna Szántó,HUN,1
31922,32169,Amália Sterbinszky,HUN,1
114709,116677,Nathalie zu Sayn-Wittgenstein,DEN,1
22274,22446,Tamás Gábor,HUN,1
55067,55469,Daniel Núñez,CUB,1
31910,32156,Eszter Mátéfi,HUN,1
53489,53877,Louis Marc,FRA,1
22276,22448,Róbert Gátai,HUN,1
31918,32165,Erzsébet Németh,HUN,1
31917,32164,Helga Németh,HUN,1
31916,32163,Marianna Nagy,HUN,1
31915,32162,Ilona Nagy,HUN,1
116815,118901,Kristie Moore,CAN,1
116814,118900,Kotomi Ishizaki,JPN,1
31912,32159,Anikó Meksz,HUN,1
31911,32158,Márta Pacsai-Megyeri,HUN,1
130913,134276,Stefanos Ntouskos,GRE,1
104432,106079,Aleksey Yakimenko,RUS,1
116858,118949,Audun Grønvold,NOR,1
32121,32369,Lee Gi-Sun,KOR,1
130852,134212,Karl-Richard Frey,GER,1
130854,134214,Sebastian Seidl,GER,1
32140,32388,Yun Su-Gyeong,KOR,1
32139,32387,Yun Byeong-Sun,KOR,1
50078,50445,Karl Malmström,SWE,1
32137,32385,Seok Min-Hui,KOR,1
22247,22419,Lajos Balthazár,HUN,1
22248,22420,Árpád Bárány,HUN,1
32136,32384,Song Ji-Hyeon,KOR,1
50079,50446,Rikard Milton,SWE,1
32134,32382,Park Gap-Suk,KOR,1
55136,55538,Attia Mohammed,EGY,1
116906,119000,Mike Schmid,SUI,1
55132,55534,Mahmoud Fayad,EGY,1
32130,32378,Nam Eun-Yeong,KOR,1
55131,55533,Khadr El-Touni,EGY,1
22250,22422,Béla Békessy,HUN,1
32128,32376,Min Hye-Suk,KOR,1
116900,118994,Marion Josserand,FRA,1
32126,32374,Im Mi-Gyeong,KOR,1
32125,32373,Lee Yeong-Ja,KOR,1
32124,32372,Lee Sun-I,KOR,1
50098,50465,Axel Runström,SWE,1
130851,134211,Igor Wandtke,GER,1
53471,53859,Maurice Hochepied,FRA,1
32147,32395,Choi Seok-Jae,KOR,1
32161,32409,Im Jin-Seok,KOR,1
138000,143770,Dilpreet Singh,IND,1
32169,32417,No Hyeon-Seok,KOR,1
32168,32416,Park Yeong-Dae,KOR,1
137999,143769,Amit Rohidas,IND,1
32167,32415,Park Do-Heon,KOR,1
130838,134196,Uwe Gensheimer,GER,1
32165,32413,Oh Yong-Gi,KOR,1
130839,134197,Christopher Rühr,GER,1
50073,50440,Anders Lyrbring,SWE,1
130841,134199,Martin Zwicker,GER,1
130842,134200,Mats Grambusch,GER,1
130849,134209,Tom Grambusch,GER,1
32159,32407,Lee Sang-Hyo,KOR,1
130843,134201,Mathias Müller,GER,1
130844,134202,Moritz Trompertz,GER,1
22244,22416,Péter Abay,HUN,1
32155,32403,Go Seok-Chang,KOR,1
32154,32402,Kim Jae-Hwan,KOR,1
130846,134204,Niklas Wellen,GER,1
32152,32400,Gang Jae-Won,KOR,1
130847,134207,Timm Herzbruch,GER,1
130848,134208,Timur Oruz,GER,1
113529,115457,Sammy Wanjiru,KEN,1
32120,32368,Lee Ho-Yeon,KOR,1
130905,134267,Miltiadis Tentoglou,GRE,1
32119,32366,Kim Ok-Hwa,KOR,1
22255,22427,Albert Bogen,AUT,1
130860,134220,Jason Osborne,GER,1
50123,50490,Gunnar Wennerström,SWE,1
130864,134224,Maximilian Munski,GER,1
50124,50491,Georg Werner,SWE,1
130870,134230,Paul Kohlhoff,GER,1
130875,134236,Henri Junghänel,GER,1
22258,22430,István Busa,HUN,1
22259,22431,László Csongrádi,HUN,1
116870,118963,David Morris,AUS,1
50135,50502,Mikael Örn,SWE,1
50136,50503,Per-Olof Östrand,SWE,1
104449,106097,Vanessa Fernandes,POR,1
104446,106094,Susan Williams,USA,1
66351,66865,Tomáš Dvořák,CZE,1
104445,106093,Kate Allen,AUT,1
22261,22433,Gábor Delneky,HUN,1
116864,118955,Chloé Dufour-Lapointe,CAN,1
116862,118953,Bryon Wilson,USA,1
104437,106084,Vyacheslav Pozdnyakov,RUS,1
72163,72717,Pauline Konga,KEN,1
66362,66876,Robert Změlík,CZE,1
66365,66879,Lily Carlstedt,DEN,1
32098,32345,Cha Jae-Gyeong,KOR,1
32099,32346,Jo Eun-Hui,KOR,1
32100,32347,Han Hwa-Su,KOR,1
50111,50478,Michael Söderlund,SWE,1
32118,32365,Kim Rang,KOR,1
32117,32364,Kim Myeong-Sun,KOR,1
50102,50469,Curt Sjöberg,SWE,1
22252,22424,Barnabás Berzsenyi,HUN,1
32115,32362,Kim Mi-Sim,KOR,1
113530,115458,Tsegaye Kebede,ETH,1
32113,32360,Kim Jeong-Mi,KOR,1
32112,32359,Kim Hyeon-Mi,KOR,1
50105,50472,Nils Skoglund,SWE,1
50106,50473,Arvid Spångberg,SWE,1
32111,32358,Kim Hwa-Suk,KOR,1
32101,32348,Han Hyeon-Suk,KOR,1
32110,32357,Kim Eun-Mi,KOR,1
50116,50483,Orvar Trolle,SWE,1
32108,32355,Kim Jeong-Sim,KOR,1
32107,32354,Jeong Sun-Bok,KOR,1
32106,32353,Jeong Hoe-Sun,KOR,1
53472,53860,Philippe Houben,FRA,1
32105,32352,Jang Ri-Ra,KOR,1
53477,53865,Jules Keignaert,FRA,1
50121,50488,Arvid Wallman,SWE,1
32102,32349,Han Seon-Hui,KOR,1
130695,134041,Sam Cross,GBR,1
32410,32660,Werner Meyer,SUI,1
30559,30802,Sigurd Johannessen,NOR,1
32778,33031,Emilija Erčić,YUG,1
117216,119347,Phil Kessel,USA,1
32775,33028,Dragica Đurić,YUG,1
32774,33027,Alenka Cuderman,YUG,1
117210,119340,Paul Stastny,USA,1
130452,133779,Vatemo Ravouvou,FIJ,1
117209,119339,Tim Gleason,USA,1
130453,133780,Viliame Mata,FIJ,1
104694,106354,Aleksandr Povetkin,RUS,1
104690,106350,Mohamed El-Sayed,EGY,1
104688,106348,Viktar Zuyeu,BLR,1
104684,106344,Naser Al Shami,SYR,1
114740,116708,Will Simpson,USA,1
104680,106339,Odlanier Solís,CUB,1
22102,22266,Tim Gerresheim,GER,1
66083,66595,Gabriel Tiacoh,CIV,1
104671,106329,Ahmed Ismail,EGY,1
117206,119335,Patrick Kane,USA,1
130487,133820,Rudy Gobert,FRA,1
22103,22267,Thomas Gerull,FRG,1
130488,133821,Thomas Heurtel,FRA,1
130492,133825,Mathieu Bauderlique,FRA,1
104661,106319,Andre Ward,USA,1
130494,133827,Sofiane Oumiha,FRA,1
32777,33030,Radmila Drljača,YUG,1
130451,133778,Semi Kunatani,FIJ,1
32649,32901,Vladimir Repyev,URS,1
32780,33033,Katica Ileš,YUG,1
32798,33051,Ana Titlić,YUG,1
53440,53828,Jules Clévenot,FRA,1
32796,33049,Rada Savić,YUG,1
130445,133772,Josua Tuisova,FIJ,1
53441,53829,Eugène Coulon,FRA,1
32794,33047,Jasna Ptujec,YUG,1
130446,133773,Kitione Taliga,FIJ,1
32792,33045,Zorica Pavićević,YUG,1
113316,115241,Hanna Mariën,BEL,1
114760,116730,Meredith Michaels-Beerbaum,GER,1
113318,115243,Thaíssa Presti,BRA,1
32790,33043,Svetlana Antić,AUT,1
32789,33042,Ljiljana Mugoša,YUG,1
32788,33041,Vesna Milošević,YUG,1
130447,133774,Leone Nakarawa,FIJ,1
130448,133775,Osea Kolinisau,FIJ,1
130449,133776,Samisoni Viriviri,FIJ,1
113319,115244,Rosângela Santos,BRA,1
130450,133777,Savenaca Rawaca,FIJ,1
113320,115245,Agnes Osazuwa,NGR,1
32782,33035,Slavica Jeremić,YUG,1
99519,100953,Jens Boden,GER,1
32781,33034,Ljubinka Janković,YUG,1
130495,133828,Souleymane Cissokho,FRA,1
130497,133830,Denis Gargaud Chanut,FRA,1
104653,106311,Suriya Prasathinphimai,THA,1
72258,72813,William Mutwol,KEN,1
66133,66645,María Isabel Urrutia,COL,1
104625,106282,Hanati Silamu,CHN,1
130556,133891,Hugo Boucheron,FRA,1
32666,32918,Aleksey Zhuk,URS,1
130558,133893,Pierre Houin,FRA,1
32664,32916,Igor Vasilyev,EUN,1
32663,32915,Mikhail Vasilyev,URS,1
113353,115279,Bobby-Gaye Wilkins,JAM,1
53414,53802,Carles Sanz,ESP,1
117163,119287,Mariia Posa,FIN,1
55317,55719,Julian Creus,GBR,1
117153,119274,Loui Eriksson,SWE,1
117150,119271,Lisa Chesson,USA,1
32659,32911,Andrey Tyumentsev,URS,1
72256,72811,Mike Murei,KEN,1
117147,119268,Laura Benz,SUI,1
49796,50163,Étienne Dagon,SUI,1
32656,32908,Georgy Sviridenko,URS,1
32655,32907,Yury Shevtsov,URS,1
130560,133895,Thibault Colard,FRA,1
32653,32905,Konstantin Sharovarov,URS,1
138098,143872,Aifric Keogh,IRL,1
32651,32903,Aleksandr Rymanov,URS,1
66130,66642,Ximena Restrepo,COL,1
104633,106290,Bakhtiyar Artayev,KAZ,1
104637,106295,Gennady Golovkin,KAZ,1
130527,133862,Adrien Dipanda,FRA,1
55349,55751,David Mercer,GBR,1
117198,119327,Nina Tikkinen,FIN,1
130514,133848,Mathieu Lemoine,FRA,1
130516,133850,Thibaut Vallette,FRA,1
130517,133851,Daniel Jérent,FRA,1
130518,133853,Jean-Michel Lucenay,FRA,1
130519,133854,Jean-Paul Tony Helissey,FRA,1
72257,72812,Mike Musyoki,KEN,1
130520,133855,Jérémy Cadot,FRA,1
104640,106298,Andre Dirrell,USA,1
117192,119321,Nicklas Bäckström,SWE,1
130537,133872,Kilian Le Blouch,FRA,1
138102,143876,Fiona Murtagh,IRL,1
117185,119310,Mike Richards,CAN,1
130531,133866,Mathieu Grébille,FRA,1
138101,143875,Emily Hegarty,IRL,1
117184,119309,Ryan Whitney,USA,1
117183,119308,Miikka Kiprusoff,FIN,1
55328,55730,Jim Halliday,GBR,1
22109,22273,Gerhard Heer,FRG,1
130535,133870,Alexandre Iddir,FRA,1
130536,133871,Cyrille Maret,FRA,1
117226,119361,Ryan Callahan,USA,1
72262,72817,John Ngugi,KEN,1
32800,33053,Zorica Vojinović,YUG,1
22078,22241,Frank Beck,FRG,1
32904,33159,Yuko Emoto,JPN,1
49682,50049,Roman Ivanovsky,RUS,1
32895,33150,Irene de Kok,NED,1
104744,106406,Yurisleidys Lupetey,CUB,1
32891,33146,Christine Cicot,FRA,1
104741,106403,Ilse Heylen,BEL,1
32889,33144,Jeong Seon-Yong,KOR,1
49685,50052,Andrey Korneyev,RUS,1
49687,50054,Stanislav Lopukhov,RUS,1
22077,22240,Thomas Bach,FRG,1
49690,50057,Denis Pimankov,RUS,1
104732,106394,Yuki Yokosawa,JPN,1
49692,50059,Vladimir Predkin,RUS,1
104724,106385,Telma Monteiro,POR,1
32869,33123,Míriam Blasco,ESP,1
130415,133741,Feyisa Lilesa,ETH,1
104719,106380,Julia Matijass,GER,1
104717,106378,Frédérique Jossinet,FRA,1
130420,133746,Tamirat Tola,ETH,1
104715,106376,Gao Feng,CHN,1
32856,33109,Yael Arad,ISR,1
32855,33108,Noriko Anno,JPN,1
104712,106372,Soraya Haddad,ALG,1
104753,106415,Yvonne Bönisch,GER,1
32909,33164,Nicola Fairbrother,GBR,1
117251,119388,Tessa Bonhomme,CAN,1
32934,33190,Johanna Hagn,GER,1
104789,106451,Yurisel Laborde,CUB,1
130346,133671,Ray Zapata,ESP,1
72283,72838,Daniel Rudisha,KEN,1
104787,106449,Lucia Morico,ITA,1
32945,33201,Hyeon Suk-Hui,KOR,1
113293,115218,Gino Pancino,ITA,1
72280,72835,Peter Rono,KEN,1
104779,106441,Anaisis Hernández,CUB,1
72277,72832,Robert Ouko,KEN,1
72273,72828,Fred Onyancha,KEN,1
104773,106435,Annett Böhm,GER,1
32913,33168,Catherine Fleury,FRA,1
113294,115219,Maryam Jamal,BRN,1
53429,53817,Joseph Bertrand,FRA,1
49668,50034,Nataliya Meshcheryakova,RUS,1
114749,116719,Marc Houtzager,NED,1
104763,106425,Ronda Rousey,USA,1
104762,106424,Claudia Heill,AUT,1
130373,133699,Jordi Xammar,ESP,1
22074,22237,Otto Adam,GER,1
32915,33170,Jenny Gal,NED,1
117255,119392,Tim Thomas,USA,1
66047,66558,Zhu Jianhua,CHN,1
49698,50065,Konstantin Ushkov,KGZ,1
32801,33054,Zlatan Arnautović,YUG,1
32850,33103,Zdravko Zovko,YUG,1
32820,33073,Đorđe Lavrnić,YUG,1
117230,119365,Ryan Miller,USA,1
104699,106359,Mohamed Aly,EGY,1
117229,119364,Ryan Malone,USA,1
32816,33069,Milorad Karalić,YUG,1
32815,33068,Milan Kalina,YUG,1
32814,33067,Pavao Jurina,YUG,1
53437,53825,Victor Cadet,FRA,1
32812,33065,Boris Jarak,YUG,1
53438,53826,Auguste Camelin,FRA,1
32811,33064,Mile Isaković,YUG,1
32810,33063,Hrvoje Horvat,YUG,1
32809,33062,Jožef Holpert,YUG,1
32808,33061,Petar Fajfrić,YUG,1
32807,33060,Jovan Elezović,YUG,1
22093,22257,Thomas Endres,FRG,1
117228,119363,Ryan Kesler,USA,1
22094,22258,Hans Esser,GER,1
130442,133769,Apisai Domolailai,FIJ,1
114742,116710,Jill Henselwood,CAN,1
130443,133770,Jasa Veremalua,FIJ,1
22096,22260,Robert Felisiak,GER,1
32802,33055,Abas Arslanagić,YUG,1
32821,33074,Milan Lazarević,YUG,1
32823,33076,Muhamed Memić,YUG,1
32824,33077,Zdravko Miljak,YUG,1
32844,33097,Ermin Velić,YUG,1
32849,33102,Zdenko Zorko,YUG,1
53435,53823,Émile Bulteel,FRA,1
117235,119370,Sara Benz,SUI,1
22081,22244,Reinhold Behr,FRG,1
32848,33101,Zoran Živković,YUG,1
32847,33100,Veselin Vuković,YUG,1
117234,119369,Sandra Thalmann,SUI,1
114753,116723,Pius Schwizer,SUI,1
22084,22248,Jürgen Brecht,GER,1
32845,33098,Albin Vidović,YUG,1
32842,33095,Branko Štrbac,YUG,1
32825,33078,Slobodan Mišković,YUG,1
113315,115240,Olivia Borlée,BEL,1
117231,119366,Ryan Suter,USA,1
32838,33091,Zdravko Rađenović,YUG,1
138115,143890,Aidan Walsh,IRL,1
32836,33089,Miroslav Pribanić,YUG,1
32835,33088,Zlatko Portner,YUG,1
32834,33087,Nebojša Popović,YUG,1
32833,33086,Branislav Pokrajac,YUG,1
104703,106363,Michel López,CUB,1
32826,33079,Dragan Mladenović,YUG,1
32650,32902,Aleksandr Rezanov,URS,1
117139,119259,Kerry Weiland,USA,1
55240,55642,Ernest Cadine,FRA,1
66207,66720,María Colón,CUB,1
66209,66722,Yumileidi Cumbá,CUB,1
130646,133986,Chris Langridge,GBR,1
53397,53785,Jordi Payá,ESP,1
130647,133987,Marcus Ellis,GBR,1
117063,119174,Brooks Orpik,USA,1
22149,22316,Dieter Schmitt,GER,1
117061,119172,Brent Seabrook,CAN,1
32482,32733,Tommy Suoraniemi,SWE,1
130649,133989,Galal Yafai,GBR,1
130650,133990,Joe Joyce,GBR,1
32479,32730,Axel Sjöblad,SWE,1
117060,119171,Brenden Morrow,CAN,1
49891,50258,Greta Johansson,SWE,1
130651,133991,Joshua Buatsi,GBR,1
117058,119169,Bobby Ryan,USA,1
138076,143850,Kellie Harrington,IRL,1
114732,116700,Prince Abdullah Al-Saud,KSA,1
104550,106202,Kim Song-Guk,PRK,1
117056,119167,Antti Miettinen,FIN,1
22156,22323,Erk Sens-Gorius,FRG,1
117054,119165,Anne Helin,FIN,1
130656,133996,Pat McCormack,GBR,1
32466,32717,Patrik Liljestrand,SWE,1
104556,106208,Khédafi Djelkhir,FRA,1
55262,55664,Roger François,FRA,1
53413,53801,Ricardo Sánchez,ESP,1
66206,66719,Miguelina Cobián,CUB,1
49875,50242,Tina Gustafsson,SWE,1
32544,32796,Andrej Lukošík,TCH,1
32541,32793,Vincent Lafko,TCH,1
32540,32792,Jindřich Krepindl,TCH,1
32539,32791,František Králík,TCH,1
32537,32789,Jaroslav Konečný,TCH,1
22145,22311,Stefan Rosenbauer,GER,1
32536,32788,Arnošt Klimčík,TCH,1
32535,32787,Jiří Kavan,TCH,1
117073,119186,David Backes,USA,1
32531,32782,Vladimír Jarý,TCH,1
32527,32778,Vladimír Haber,TCH,1
104584,106238,Uranchimegiin Mönkh-Erdene,MGL,1
32523,32774,František Brůna,TCH,1
104581,106235,Amir Khan,GBR,1
32520,32771,Ladislav Beneš,TCH,1
104577,106231,Serik Yeleuov,KAZ,1
104576,106230,Félix Díaz,DOM,1
49878,50245,Jane Gylling,SWE,1
104571,106225,Şahin İmranov,AZE,1
117070,119183,Dan Boyle,CAN,1
104558,106210,Vitali Tajbert,GER,1
55263,55665,Henri Gance,FRA,1
49898,50265,Louise Jöhncke,SWE,1
130658,133998,Joe Clarke,GBR,1
49899,50266,Birgitta Jönsson,SWE,1
130663,134003,Owain Doull,GBR,1
32431,32682,Rudolf Wirz,SUI,1
138063,143836,Mohammadreza Geraei,IRI,1
130684,134030,Joe Choong,GBR,1
32427,32677,Robert Studer,SUI,1
72221,72775,Stephen Kipkorir,KEN,1
32426,32676,Max Streib,SUI,1
130685,134031,Ruaridh McConnochie,GBR,1
32424,32674,Eugen Seiterle,SUI,1
130686,134032,Dan Bibby,GBR,1
130687,134033,Dan Norton,GBR,1
138061,143834,Mohammadhadi Saravi,IRI,1
130688,134034,James Davies,GBR,1
32420,32670,Willy Schäfer,SUI,1
32419,32669,Erich Schmitt,SUI,1
32418,32668,Edy Schmid,SUI,1
32417,32667,Werner Scheurmann,SUI,1
53390,53778,Rubén Michavila,ESP,1
130689,134035,James Rodwell,GBR,1
130690,134036,Mark Bennett,GBR,1
130691,134037,Mark Robertson,GBR,1
130692,134038,Marcus Watson,GBR,1
130693,134039,Ollie Lindsay-Hague,GBR,1
32411,32661,Georg Mischon,SUI,1
72222,72776,Nixon Kiprotich,KEN,1
104535,106186,Worapoj Petchkoom,THA,1
49924,50291,Carin Nilsson,SWE,1
130669,134013,Justin Rose,GBR,1
72229,72783,Samson Kitur,KEN,1
55258,55660,René Duverger,FRA,1
117051,119160,Anja Stiefel,SUI,1
130664,134004,Daniel Goodfellow,GBR,1
113413,115339,Edwin Soi,KEN,1
130666,134010,Spencer Wilton,GBR,1
49912,50279,Josefin Lillhage,SWE,1
66224,66737,Maritza Martén,CUB,1
55249,55651,Edmond Décottignies,FRA,1
55248,55650,Jean Debuf,FRA,1
130671,134015,Nile Wilson,GBR,1
66232,66745,Ioamnet Quintero,CUB,1
32443,32694,Magnus Cato,SWE,1
49915,50282,Carina Ljungdahl,SWE,1
72225,72779,Moses Kiptanui,KEN,1
22162,22330,Jürgen Theuerkauff,GER,1
32440,32691,Anders Bäckegren,SWE,1
53392,53780,Iván Moro,ESP,1
66231,66744,Violeta Quesada,CUB,1
113425,115351,Thomas Longosiwa,KEN,1
49921,50288,Emy Machnow,SWE,1
49922,50289,Agneta Mårtensson,SWE,1
32546,32798,Pavel Mikeš,TCH,1
130597,133932,Nicolas Le Goff,FRA,1
32550,32802,Peter Pospíšil,TCH,1
32605,32857,Nataliya Mitryuk,URS,1
22129,22295,Eberhard Mehl,GER,1
114738,116706,Niklaus Schurtenberger,SUI,1
32625,32877,Vyacheslav Atavin,URS,1
117112,119231,Janne Niskala,FIN,1
53447,53835,Charles Devendeville,FRA,1
32623,32875,Olga Zubareva,URS,1
72242,72797,Bill Koskei,KEN,1
32622,32874,Galina Zakharova,URS,1
113383,115309,Alfred Kirwa Yego,KEN,1
32620,32872,Yevgeniya Tovstogan,URS,1
55292,55694,Raymond Suvigny,FRA,1
32618,32870,Sigita Strečen-Mažeikaitė,URS,1
32617,32869,Lyudmila Shubina,URS,1
32616,32868,Rafiga Shabanova,URS,1
117106,119223,Jack Johnson,USA,1
32614,32866,Olga Semyonova,URS,1
32613,32865,Larisa Savkina,URS,1
32612,32864,Yuliya Safina,URS,1
32611,32863,Svetlana Pryakhina,EUN,1
32610,32862,Lyudmila Panchuk,URS,1
32609,32861,Irina Palchikova,URS,1
32608,32860,Galina Onoprienko,EUN,1
32607,32859,Yelena Nemashkalo,URS,1
32626,32878,Andrey Barbashinsky,EUN,1
32627,32879,Sergey Bebeshko,EUN,1
32628,32880,Vladimir Belov,URS,1
22120,22284,Alexander Koch,GER,1
32645,32897,Yury Nesterov,URS,1
117137,119257,Katrin Nabholz,SUI,1
32644,32896,Vladimir Maksimov,URS,1
32643,32895,Viktor Makhorin,URS,1
22116,22280,Hanns Jana,FRG,1
32641,32893,Yury Lagutin,URS,1
22118,22282,Hans-Georg Jörger,GER,1
117135,119255,Karen Thatcher,USA,1
117129,119249,Joni Pitkänen,FIN,1
53444,53832,Henri Cuvelier,FRA,1
117127,119247,Jonathan Quick,USA,1
22124,22289,Siegfried Lerdon,GER,1
32637,32889,Yury Klimov,URS,1
117124,119244,Jonas Gustavsson,SWE,1
32634,32886,Mikhail Yakimovich,EUN,1
117123,119243,Johnny Oduya,SWE,1
32632,32884,Vasily Ilyin,URS,1
32631,32883,Yury Gavrilov,EUN,1
32630,32882,Valery Gassy,URS,1
99525,100959,Stefano Donagrandi,ITA,1
117121,119241,Joe Pavelski,USA,1
117119,119239,Jinelle Zaugg-Siergiej,USA,1
55289,55691,Daniel Senet,FRA,1
22135,22301,Rafael Nickel,FRG,1
130596,133931,Kévin Tillie,FRA,1
55285,55687,Charles Rigoulot,FRA,1
130568,133903,Alexis Raynaud,FRA,1
104614,106269,Vijender Singh,IND,1
49867,50234,Agneta Eriksson,SWE,1
130571,133906,Clément Mignon,FRA,1
104612,106267,Ionuț Gheorghe,ROU,1
130575,133910,Marc-Antoine Olivier,FRA,1
130576,133911,Mehdy Metella,FRA,1
49871,50238,Gulli Ewerlund,SWE,1
130579,133914,William Meynard,FRA,1
53453,53841,Robert Desmettre,FRA,1
53400,53788,Josep Picó,ESP,1
72236,72791,Peter Koech,KEN,1
130585,133920,Dorian Coninx,FRA,1
104603,106258,Boris Georgiev,BUL,1
104599,106254,Yudel Johnson,CUB,1
130591,133926,Benjamin Toniutti,FRA,1
130592,133927,Earvin N'Gapeth,FRA,1
32557,32809,Jaroslav Škarvan,TCH,1
113405,115331,Tariku Bekele,ETH,1
32556,32808,Zdeněk Škára,TCH,1
104598,106252,Murat Khrachov,RUS,1
130594,133929,Jénia Grebennikov,FRA,1
32552,32804,Ivan Satrapa,TCH,1
130566,133901,Pierre Le Coq,FRA,1
117082,119196,Dustin Brown,USA,1
53451,53839,Noël Delberghe,FRA,1
117090,119204,Erika Lawler,USA,1
72240,72795,Julius Korir,KEN,1
32604,32856,Svetlana Mankova,URS,1
99535,100970,Gretha Smit,NED,1
32602,32854,Valentina Lutayeva,URS,1
32601,32853,Nina Lobova,URS,1
32600,32852,Mariya Litoshenko,URS,1
32599,32851,Nataliya Lapitskaya,URS,1
72238,72793,Benjamin Kogo,KEN,1
32598,32850,Larisa Kiselyova,EUN,1
117097,119214,Henrik Tallinder,SWE,1
22139,22305,Uwe Proske,GDR,1
49863,50230,Birte Christoffersen,DEN,1
32595,32847,Lyudmila Gudz,EUN,1
117089,119203,Erik Johnson,USA,1
32593,32845,Tatyana Glushchenko,URS,1
53449,53837,Albert Deborgies,FRA,1
53450,53838,Alphonse Decuyper,FRA,1
32591,32843,Nataliya Deryugina,EUN,1
117087,119201,Eric Staal,CAN,1
32590,32842,Galina Borzenkova,EUN,1
32589,32841,Svetlana Bogdanova,EUN,1
49862,50229,Jane Cederqvist,SWE,1
31881,32127,Daniel Stephan,GER,1
31880,32126,Rudolf Stahl,GER,1
31879,32125,Thomas Springel,FRG,1
30898,31141,Gösta Törner,SWE,1
50516,50884,Sergey Rusin,URS,1
137928,143696,Tamás Mezei,HUN,1
137927,143695,Szilárd Jansik,HUN,1
30895,31138,Haakon Sörvik,SWE,1
30894,31137,Birger Sörvik,SWE,1
137926,143694,Soma Vogel,HUN,1
137925,143693,Mátyás Pásztor,HUN,1
50521,50889,Aleksandr Samsonov,URS,1
30892,31135,Gunnar Söderlindh,SWE,1
30891,31134,Klas Särner,SWE,1
30890,31133,Alf Svensén,SWE,1
50523,50891,Yevgeny Seredin,URS,1
30888,31131,Karl-Erik Svensson,SWE,1
30887,31130,Yngve Stiernspetz,SWE,1
131721,135147,Ismael Hernández,MEX,1
30885,31128,Axel Sjöblom,SWE,1
103783,105419,Zhou Chunxiu,CHN,1
30883,31126,Carl Silfverstrand,SWE,1
30882,31125,Nils Silfverskiöld,SWE,1
30881,31124,Gustaf Rosenquist,SWE,1
50524,50892,Aleksandr Sidorenko,URS,1
30879,31122,Leonard Peterson,SWE,1
137924,143692,Dániel Angyal,HUN,1
30897,31140,Knut Torell,SWE,1
30899,31142,Karl-Gustaf Vingqvist,SWE,1
30825,31068,Carl Ehrenfried Carlberg,SWE,1
30900,31143,Nils von Kantzow,SWE,1
137940,143708,Windy Cantika Aisah,INA,1
67029,67549,Arto Bryggare,FIN,1
67030,67550,Sulo Bärlund,FIN,1
30943,31186,Bohumil Mořkovský,TCH,1
137933,143701,Apriyani Rahayu,INA,1
67036,67556,Lauri Eskola,FIN,1
50509,50877,Aleksandr Portnov,URS,1
131697,135120,Misael Rodríguez,MEX,1
50512,50880,Yury Prisekin,URS,1
67049,67569,Arsi Harju,FIN,1
67050,67570,Efraim Harju,FIN,1
30920,31163,Alois Hudec,TCH,1
131709,135133,César Montes,MEX,1
30917,31160,Jan Gajdoš,TCH,1
131710,135134,Erick Aguirre,MEX,1
30915,31158,Josef Effenberger,TCH,1
67054,67574,Väinö Heikkilä,FIN,1
67061,67581,Voitto Hellstén,FIN,1
30905,31148,David Wiman,SWE,1
30903,31146,Nils Widforss,SWE,1
50513,50881,Georgy Prokopenko,URS,1
30902,31145,Claës-Axel Wersäll,SWE,1
30901,31144,Edward Wennerholm,SWE,1
113727,115658,Xu Tianlongzi,CHN,1
30877,31120,Frans Persson,SWE,1
30876,31119,Gustaf Olson,SWE,1
50528,50896,Vladimir Shemetov,URS,1
30843,31086,Carl Holmberg,SWE,1
30842,31085,Arvid Holmberg,SWE,1
30841,31084,Ture Hedman,SWE,1
53272,53659,Joško Kreković,CRO,1
50539,50907,Vladimir Struzhanov,URS,1
30840,31083,Curt Hartzell,SWE,1
137912,143680,Gábor Hárspataki,HUN,1
30839,31082,Carl Hårleman,SWE,1
30838,31081,Helge Gustafsson,SWE,1
30837,31080,Konrad Granström,SWE,1
30836,31079,Nils Granfelt,SWE,1
30835,31078,Erik Granfelt,SWE,1
30834,31077,Sven Forssman,SWE,1
30833,31076,Carl Folcker,SWE,1
30832,31075,Sture Ericsson,SWE,1
